date,open,high,low,close,volume,Name
2017-08-08,2044.0,2067.99,2035.11,2049.0,830572,PCLN
2017-08-01,2040.09,2041.49,2017.01,2024.59,371412,PCLN
2017-07-27,2040.05,2043.95,1996.0,2025.09,487467,PCLN
2017-08-07,2034.73,2044.51,2022.0,2042.64,402270,PCLN
2017-08-04,2031.02,2035.47,2020.29,2032.77,333534,PCLN
